[1] 機關辦理公告金額以上之技術服務採購，採最有利標評選優勝廠商者，應於開標前訂底價。
26. 1 27. 4 28. 3 29. 1 30. 3 
31. 2 32. 4 33. 3 34. 4 35. 1 
36. 1 37. 2 38. 3 39. 1 40. 4 
41. 1 42. 4 43. 4 44. 4 45. 2 
46. 3 47. 3 48. 2 49. 4 50. 2 
51. 3 52. 4 53. 3 54. 3 55. 3 
56. 2 57. 4 58. 2 59. 4 60. 3 
61. 4 62. 2 63. 4 64. 2 65. 4 
66. 4 67. 2 68. 3 69. 3 70. 1 
71. 2 72. 1 
